id,pregunta,categoria,intencion,emocion_detectada,nivel_alerta,respuesta,recomendacion,pregunta_seguimiento,respuesta_final,tecnica_apoyo,contexto,requiere_derivacion,prioridad_atencion,accion_sistema
1121,me hice daño cuando estoy solo,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.,"Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.",¿Puedes alejarte de lo que podrías usar para lastimarte?,"Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.

Recomendación: Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.

¿Puedes alejarte de lo que podrías usar para lastimarte?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1122,hoy me hice daño cuando estoy solo,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.","Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.",¿Ya te hiciste daño o estás teniendo ganas de hacerlo?,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.

Recomendación: Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.

¿Ya te hiciste daño o estás teniendo ganas de hacerlo?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1123,ultimamente me hice daño cuando estoy solo,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Lo que describes es serio. Primero busquemos que estés a salvo en este momento.,Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.,¿Hay alguien cerca a quien puedas pedir ayuda ya?,"Lo que describes es serio. Primero busquemos que estés a salvo en este momento.

Recomendación: Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.

¿Hay alguien cerca a quien puedas pedir ayuda ya?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1124,me hice daño cuando estoy solo y necesito ayuda,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.,"Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.",¿Estás solo ahora mismo?,"No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.

Recomendación: Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.

¿Estás solo ahora mismo?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1125,me hice daño cuando estoy solo puedes ayudarme,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.,"Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.",¿Hay alguien cerca a quien puedas pedir ayuda ya?,"Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.

Recomendación: Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.

¿Hay alguien cerca a quien puedas pedir ayuda ya?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1126,me hice daño y no se como parar,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.",Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.,¿Puedes alejarte de lo que podrías usar para lastimarte?,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.

Recomendación: Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.

¿Puedes alejarte de lo que podrías usar para lastimarte?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1127,hoy me hice daño y no se como parar,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Lo que describes es serio. Primero busquemos que estés a salvo en este momento.,"Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.",¿Ya te hiciste daño o estás teniendo ganas de hacerlo?,"Lo que describes es serio. Primero busquemos que estés a salvo en este momento.

Recomendación: Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.

¿Ya te hiciste daño o estás teniendo ganas de hacerlo?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1128,ultimamente me hice daño y no se como parar,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.,"Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.",¿Puedes alejarte de lo que podrías usar para lastimarte?,"No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.

Recomendación: Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.

¿Puedes alejarte de lo que podrías usar para lastimarte?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1129,me hice daño y no se como parar y necesito ayuda,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.,Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.,¿Estás solo ahora mismo?,"Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.

Recomendación: Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.

¿Estás solo ahora mismo?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1130,me hice daño y no se como parar puedes ayudarme,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.","Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.",¿Hay alguien cerca a quien puedas pedir ayuda ya?,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.

Recomendación: Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.

¿Hay alguien cerca a quien puedas pedir ayuda ya?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1131,me hice daño porque me siento mal,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Lo que describes es serio. Primero busquemos que estés a salvo en este momento.,"Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.",¿Estás solo ahora mismo?,"Lo que describes es serio. Primero busquemos que estés a salvo en este momento.

Recomendación: Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.

¿Estás solo ahora mismo?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1132,hoy me hice daño porque me siento mal,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.,"Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.",¿Ya te hiciste daño o estás teniendo ganas de hacerlo?,"No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.

Recomendación: Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.

¿Ya te hiciste daño o estás teniendo ganas de hacerlo?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1133,ultimamente me hice daño porque me siento mal,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.,"Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.",¿Puedes alejarte de lo que podrías usar para lastimarte?,"Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.

Recomendación: Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.

¿Puedes alejarte de lo que podrías usar para lastimarte?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1134,me hice daño porque me siento mal y necesito ayuda,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.","Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.",¿Ya te hiciste daño o estás teniendo ganas de hacerlo?,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.

Recomendación: Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.

¿Ya te hiciste daño o estás teniendo ganas de hacerlo?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1135,me hice daño porque me siento mal puedes ayudarme,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Lo que describes es serio. Primero busquemos que estés a salvo en este momento.,"Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.",¿Hay alguien cerca a quien puedas pedir ayuda ya?,"Lo que describes es serio. Primero busquemos que estés a salvo en este momento.

Recomendación: Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.

¿Hay alguien cerca a quien puedas pedir ayuda ya?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1136,me hice daño otra vez,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.,Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.,¿Estás solo ahora mismo?,"No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.

Recomendación: Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.

¿Estás solo ahora mismo?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1137,hoy me hice daño otra vez,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.,"Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.",¿Hay alguien cerca a quien puedas pedir ayuda ya?,"Siento mucho que estés viviendo algo tan fuerte. Tu seguridad física importa ahora mismo.

Recomendación: Si ya te lastimaste, pide apoyo médico o de un adulto inmediatamente.

¿Hay alguien cerca a quien puedas pedir ayuda ya?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1138,ultimamente me hice daño otra vez,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.","Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.",¿Puedes alejarte de lo que podrías usar para lastimarte?,"Gracias por contarlo. Esto necesita apoyo real y cercano, no tienes que manejarlo solo.

Recomendación: Mientras pides ayuda, intenta sostener hielo envuelto en una tela o apretar una pelota para descargar sin hacerte daño.

¿Puedes alejarte de lo que podrías usar para lastimarte?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1139,me hice daño otra vez y necesito ayuda,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,Lo que describes es serio. Primero busquemos que estés a salvo en este momento.,Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.,¿Ya te hiciste daño o estás teniendo ganas de hacerlo?,"Lo que describes es serio. Primero busquemos que estés a salvo en este momento.

Recomendación: Aléjate de cualquier objeto con el que puedas lastimarte y acércate a una persona de confianza.

¿Ya te hiciste daño o estás teniendo ganas de hacerlo?",seguridad_inmediata,riesgo,SI,URGENTE,Registrar alerta y sugerir derivación
1140,me hice daño otra vez puedes ayudarme,autolesion_no_suicida,riesgo_autolesion,ANSIOSO,ALTA,No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.,"Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.",¿Puedes alejarte de lo que podrías usar para lastimarte?,"No voy a juzgarte; quiero que recibas ayuda y estés protegido ahora.

Recomendación: Busca ahora a un adulto, familiar, profesor o psicología del colegio y di que necesitas ayuda urgente.

¿Puedes alejarte de lo que podrías usar para lastimarte?",derivacion_urgente,seguridad,SI,URGENTE,Registrar alerta y sugerir derivación
1141,no tengo motivacion,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué actividad te cuesta más empezar?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1142,hoy no tengo motivacion,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Te falta motivación o estás muy cansado?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Te falta motivación o estás muy cansado?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1143,ultimamente no tengo motivacion,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué actividad te cuesta más empezar?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1144,no tengo motivacion y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Alterna estudio con pausas breves para evitar agotarte.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1145,no tengo motivacion puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué meta pequeña podrías cumplir hoy?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué meta pequeña podrías cumplir hoy?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1146,no tengo motivacion ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1147,hoy no tengo motivacion ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Alterna estudio con pausas breves para evitar agotarte.,¿Te falta motivación o estás muy cansado?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1148,ultimamente no tengo motivacion ultimamente,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué actividad te cuesta más empezar?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué actividad te cuesta más empezar?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1149,no tengo motivacion ultimamente y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Te falta motivación o estás muy cansado?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1150,no tengo motivacion ultimamente puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué meta pequeña podrías cumplir hoy?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1151,no tengo motivacion en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué cosa te gustaría mejorar aunque sea un poco?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1152,hoy no tengo motivacion en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.","Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué meta pequeña podrías cumplir hoy?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1153,ultimamente no tengo motivacion en el colegio,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué actividad te cuesta más empezar?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1154,no tengo motivacion en el colegio y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Te falta motivación o estás muy cansado?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Te falta motivación o estás muy cansado?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1155,no tengo motivacion en el colegio puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué actividad te cuesta más empezar?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1156,no tengo motivacion cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1157,hoy no tengo motivacion cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué meta pequeña podrías cumplir hoy?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué meta pequeña podrías cumplir hoy?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1158,ultimamente no tengo motivacion cuando tengo muchas tareas,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué cosa te gustaría mejorar aunque sea un poco?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1159,no tengo motivacion cuando tengo muchas tareas y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Te falta motivación o estás muy cansado?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1160,no tengo motivacion cuando tengo muchas tareas puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Alterna estudio con pausas breves para evitar agotarte.,¿Qué actividad te cuesta más empezar?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué actividad te cuesta más empezar?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1161,no tengo motivacion aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,"Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Te falta motivación o estás muy cansado?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Te falta motivación o estás muy cansado?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1162,hoy no tengo motivacion aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué meta pequeña podrías cumplir hoy?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1163,ultimamente no tengo motivacion aunque quiero mejorar,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué cosa te gustaría mejorar aunque sea un poco?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué cosa te gustaría mejorar aunque sea un poco?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1164,no tengo motivacion aunque quiero mejorar y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.",Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué meta pequeña podrías cumplir hoy?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué meta pequeña podrías cumplir hoy?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1165,no tengo motivacion aunque quiero mejorar puedes ayudarme,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.,¿Qué actividad te cuesta más empezar?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Reconoce cualquier avance pequeño; no esperes a terminar todo para valorarlo.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1166,no tengo motivacion y me frustro,motivacion,apoyo_motivacion,TRISTE,BAJA,Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.,Alterna estudio con pausas breves para evitar agotarte.,¿Te falta motivación o estás muy cansado?,"Entiendo que te cueste. No necesitas tener toda la energía para iniciar algo mínimo.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Te falta motivación o estás muy cansado?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1167,hoy no tengo motivacion y me frustro,motivacion,apoyo_motivacion,TRISTE,BAJA,Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.,Elige una tarea de 10 minutos y haz solo el primer paso.,¿Qué actividad te cuesta más empezar?,"Sentirse desmotivado no significa que no puedas avanzar; puede significar que estás cansado.

Recomendación: Elige una tarea de 10 minutos y haz solo el primer paso.

¿Qué actividad te cuesta más empezar?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
1168,ultimamente no tengo motivacion y me frustro,motivacion,apoyo_motivacion,TRISTE,BAJA,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.","Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.",¿Qué cosa te gustaría mejorar aunque sea un poco?,"Podemos buscar una meta pequeña para hoy, no una solución perfecta.

Recomendación: Conecta lo que haces con una razón personal: mejorar, cumplir, aprender o sentir alivio después.

¿Qué cosa te gustaría mejorar aunque sea un poco?",activacion_conductual,academico,NO,BAJA,Responder y continuar conversación
1169,no tengo motivacion y me frustro y necesito ayuda,motivacion,apoyo_motivacion,TRISTE,BAJA,La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.,Alterna estudio con pausas breves para evitar agotarte.,¿Qué meta pequeña podrías cumplir hoy?,"La motivación no siempre aparece antes de empezar; a veces llega después de dar un paso pequeño.

Recomendación: Alterna estudio con pausas breves para evitar agotarte.

¿Qué meta pequeña podrías cumplir hoy?",metas_pequenas,motivacion,NO,BAJA,Responder y continuar conversación
